PRIMARY_KEY,WORKING_HOURS,EMPLOYER_CATEGORY,WAGES,JOB_DESCRIPTION,JOB_CATEGORY,CONTRACT_TYPE,JOB_DEP,Job_condition,activity_sector,Employee_count
2018,1634,"ct_9",22581,"479b","O","CDI","03","C","CG","tr_6"
2025,1678,"ct_9",24650,"463b","O","CDI","91","C","CM","tr_1"
2030,1820,"ct_9",17610,"467a","O","CDI","03","C","KZ","tr_1"
2031,579,"ct_9",1915,"682a","A","APP","03","C","GZ","tr_1"
2036,1820,"ct_9",9590,"526a","O","CDI","03","C","QA","tr_5"
2039,2071,"ct_9",28289,"674c","O","CDI","03","C","CA","tr_0"
2046,1904,"ct_3",27835,"431f","O","AUT","03","C","QA","tr_6"
2050,1540,"ct_9",19666,"625c","O","CDI","03","C","CG","tr_6"
2053,1827,"ct_9",42069,"475b","O","CDI","03","C","CE","tr_6"
2054,372,"ct_9",3756,"561c","O","TOA","03","C","RZ","tr_0"
2055,816,"ct_9",9722,"622a","O","TTP","03","N","NZ","tr_1"
2056,1810,"ct_9",50397,"386e","O","CDI","03","C","CC","tr_2"
2070,1113,"ct_9",10708,"554e","O","CDI","03","P","GZ","tr_1"
2071,1820,"ct_9",16626,"534a","O","CDI","69","C","NZ","tr_6"
2077,1820,"ct_1",23876,"543g","O","CDI","03","C","OZ","tr_4"
2084,1820,"ct_9",27785,"621d","O","CDI","03","C","FZ","tr_5"
2086,1876,"ct_9",18123,"551a","O","CDI","03","C","GZ","tr_6"
2089,1820,"ct_9",9055,"526a","O","CDI","03","C","QA","tr_5"
2090,1730,"ct_9",28072,"473c","O","CDI","03","C","CI","tr_6"
2098,1820,"ct_8",17972,"564a","O","CDI","03","P","NZ","tr_1"
2102,201,"ct_9",14717,"623f","O","CDI","03","P","CH","tr_4"
2111,822,"ct_9",14435,"352a","O","CDI","03","N","JA","tr_2"
2113,1823,"ct_9",27845,"462c","O","CDI","03","C","GZ","tr_4"
2116,1311,"ct_9",34907,"545c","O","CDI","03","P","KZ","tr_4"
2117,1686,"ct_9",15667,"675a","O","CDI","03","C","CB","tr_6"
2120,1440,"ct_9",13031,"463e","O","CDI","63","C","GZ","tr_5"
2123,1824,"ct_1",34338,"483a","O","AUT","03","C","OZ","tr_5"
2124,1406,"ct_9",26801,"382a","O","CDI","69","P","NZ","tr_5"
2132,1149,"ct_6",11535,"561b","O","CDI","03","C","IZ","tr_1"
2146,1860,"ct_9",24851,"676a","O","CDI","03","C","CA","tr_3"
2152,3000,"ct_7",18754,"563a","O","CDI","03","N","QB","tr_1"
2165,2147,"ct_9",51684,"485b","O","CDI","03","C","CB","tr_5"
2166,1267,"ct_9",16117,"461f","X","AUT","03","C","CE","tr_6"
2171,1902,"ct_9",20862,"551a","O","CDI","03","C","GZ","tr_3"
2193,295,"ct_9",2559,"564b","O","CDI","03","P","RZ","tr_1"
2206,1296,"ct_9",16925,"676c","O","CDI","03","C","CE","tr_6"
2208,442,"ct_9",6634,"676c","O","CDI","23","C","CA","tr_4"
2209,1820,"ct_9",29057,"431f","O","CDI","03","C","QA","tr_6"
2210,1310,"ct_9",10350,"675b","O","CDI","63","C","CC","tr_1"
2214,1823,"ct_9",26622,"462c","O","CDI","03","C","GZ","tr_4"
2215,1836,"ct_3",22022,"344c","O","AUT","35","C","QA","tr_6"
2218,1774,"ct_8",8549,"545d","O","CDD","03","C","KZ","tr_5"
2225,1626,"ct_9",14804,"672a","O","CDI","03","C","CI","tr_2"
2226,1557,"ct_9",14044,"674c","O","CDI","03","C","CA","tr_3"
2229,1416,"ct_8",16574,"526d","O","CDI","03","C","QB","tr_3"
2242,1568,"ct_9",34716,"653a","O","CDI","03","C","CI","tr_6"
2244,1760,"ct_8",8862,"676e","X","AUT","03","C","QB","tr_4"
2247,1938,"ct_9",23514,"627d","O","CDI","03","C","CC","tr_3"
2248,1664,"ct_9",22398,"626b","O","CDI","03","C","CH","tr_4"
2252,1707,"ct_9",19974,"632c","O","CDI","03","C","CC","tr_0"
2258,1768,"ct_9",17671,"551a","O","CDI","03","P","GZ","tr_3"
2285,1820,"ct_9",40957,"371a","O","CDI","03","C","KZ","tr_3"
2294,1628,"ct_9",14391,"653a","O","CDI","03","C","CB","tr_6"
2297,1820,"ct_9",18456,"681a","O","CDI","03","C","FZ","tr_1"
2298,1363,"ct_9",15139,"684a","O","CDI","03","C","NZ","tr_3"
2301,1828,"ct_9",21736,"463c","O","CDI","82","C","GZ","tr_3"
2307,1035,"ct_9",9704,"561e","O","CDI","03","C","RZ","tr_4"
2313,1596,"ct_9",47664,"652a","O","CDI","03","C","CE","tr_6"
2319,707,"ct_8",9968,"563b","O","CDD","03","P","QB","tr_6"
2320,1273,"ct_9",12653,"554e","O","CDI","03","C","GZ","tr_2"
2321,904,"ct_8",10269,"526a","O","CDI","03","P","QB","tr_6"
2328,1775,"ct_9",31352,"388a","O","CDI","63","C","JC","tr_6"
2340,1763,"ct_9",32371,"383c","O","CDI","03","C","CI","tr_6"
2342,1835,"ct_9",19160,"526e","O","CDI","03","C","HZ","tr_5"
2345,1665,"ct_9",16634,"551a","O","CDI","03","P","GZ","tr_3"
2348,1802,"ct_8",19782,"526d","O","CDI","71","C","QB","tr_3"
2353,1666,"ct_9",16408,"681a","O","CDI","03","C","FZ","tr_1"
2354,1820,"ct_9",31617,"478d","O","CDI","03","C","GZ","tr_4"
2359,510,"ct_6",2282,"545c","A","APP","03","C","KZ","tr_1"
2360,1881,"ct_9",50014,"389a","O","CDI","03","C","CE","tr_6"
2366,1794,"ct_9",17192,"652a","O","CDI","03","C","GZ","tr_1"
2371,1684,"ct_9",14896,"555a","O","CDI","03","C","NZ","tr_4"
2375,1317,"ct_9",11599,"684b","O","CDD","03","C","EZ","tr_5"
2389,1641,"ct_8",16386,"526d","O","CDI","06","C","QB","tr_3"
2396,1814,"ct_9",19166,"526e","O","CDI","04","C","QA","tr_1"
2407,2021,"ct_9",15881,"475b","O","CDI","04","P","CE","tr_6"
2414,1610,"ct_9",19581,"681a","O","CDI","04","C","FZ","tr_3"
2417,1820,"ct_8",28482,"463b","O","CDI","04","C","QB","tr_2"
2424,382,NA,5122,"563b","O","TOA","04","C","QB",NA
2428,1844,"ct_3",23839,"431f","O","CDD","04","C","QA","tr_6"
2435,1820,"ct_9",16062,"433d","O","CDI","04","C","GZ","tr_1"
2441,1760,"ct_8",17540,"525d","O","CDI","04","C","QB","tr_3"
2446,503,"ct_9",4019,"526e","O","CDI","04","C","QA","tr_2"
2457,1757,"ct_8",31634,"434a","O","CDI","05","C","QB","tr_2"
2510,882,"ct_9",8091,"653a","O","TOA","04","C","IZ","tr_1"
2511,289,"ct_6",1578,"561c","O","TOA","04","P","IZ","tr_0"
2513,893,"ct_9",9058,"561f","O","TOA","04","C","IZ","tr_2"
2515,1320,"ct_9",24198,"485a","O","CDI","13","C","DZ","tr_5"
2517,1734,"ct_9",25618,"477c","O","CDI","04","C","FZ","tr_1"
2518,275,NA,2959,"435b","O","CDI","04","C","OZ",NA
2521,1897,"ct_9",20849,"554b","O","CDI","04","C","GZ","tr_2"
2547,1820,"ct_9",24307,"462e","O","CDI","04","C","JC","tr_3"
2554,1003,"ct_9",11135,"525d","O","CDI","04","C","QA","tr_4"
2565,1905,"ct_9",25857,"374a","O","CDI","04","C","GZ","tr_2"
2570,2130,"ct_9",30396,"641a","O","CDI","04","C","EZ","tr_3"
2573,585,"ct_9",7768,"541b","O","CDI","83","P","GZ","tr_4"
2602,1124,"ct_9",10942,"636d","O","CDI","04","C","IZ","tr_1"
2609,1432,"ct_9",26924,"461b","O","CDI","83","C","SZ","tr_2"
2610,1689,"ct_9",20269,"632a","O","CDI","04","C","FZ","tr_2"
2618,1958,"ct_9",21168,"641a","O","CDI","04","C","HZ","tr_2"
2624,1820,"ct_9",29437,"486b","O","CDI","05","C","DZ","tr_3"
2625,1820,"ct_2",26504,"525b","O","CDD","05","C","OZ","tr_3"
2632,1703,"ct_9",37874,"344d","O","CDI","05","P","QA","tr_4"
2633,1852,"ct_9",28524,"477c","O","CDI","05","C","FZ","tr_1"
2636,1590,"ct_9",14281,"525d","O","CDI","05","C","QA","tr_3"
2639,2158,"ct_9",31416,"373c","O","CDI","05","C","GZ","tr_3"
2652,1736,"ct_9",36493,"382c","O","CDI","05","C","FZ","tr_4"
2662,1491,"ct_9",13122,"552a","O","CDI","05","P","GZ","tr_2"
2690,1708,"ct_9",26143,"543f","O","CDI","05","C","KZ","tr_1"
2694,1889,"ct_9",26612,"487a","O","CDI","05","C","HZ","tr_5"
2700,1820,"ct_9",31678,"477b","O","CDI","04","C","FZ","tr_1"
2706,657,"ct_9",30598,"477c","O","CDI","05","C","FZ","tr_3"
2711,129,NA,1319,"344b","O","CDI","13","C","SZ",NA
2716,1795,"ct_9",21803,"621c","O","CDI","05","C","FZ","tr_1"
2719,2317,"ct_7",11757,"563a","O","CDI","05","N","QB","tr_1"
2722,3000,"ct_9",52860,"461d","O","CDI","05","C","GZ","tr_5"
2724,423,"ct_9",5205,"552a","O","CDI","05","P","GZ","tr_5"
2727,1504,"ct_2",12527,"621f","O","CDI","05","C","SZ","tr_3"
2731,1700,"ct_9",15524,"543f","O","CDI","05","C","JA","tr_4"
2732,1820,"ct_3",19346,"632k","O","AUT","05","C","QA","tr_6"
2740,1591,"ct_9",27777,"632g","O","CDI","05","C","FZ","tr_2"
2746,580,"ct_9",6210,"435b","O","TOA","05","C","NZ","tr_4"
2750,1957,"ct_9",44708,"526a","O","CDI","04","C","QA","tr_5"
2752,1489,"ct_8",15019,"526d","O","CDI","05","P","QB","tr_4"
2758,1820,"ct_1",14801,"523b","O","CDI","13","C","PZ","tr_6"
2760,1802,"ct_8",30776,"467c","O","CDI","04","C","KZ","tr_3"
2766,1394,"ct_9",12076,"676c","O","TTP","05","C","NZ","tr_1"
2771,1820,"ct_9",34599,"632a","O","CDI","05","C","FZ","tr_1"
2778,1591,"ct_9",27327,"632g","O","CDI","05","C","FZ","tr_2"
2802,1820,"ct_5",24782,"541b","O","CDI","05","C","LZ","tr_4"
2805,1010,"ct_9",15554,"477b","O","CDI","05","C","FZ","tr_4"
2810,1685,"ct_5",35020,"545a","O","CDI","05","P","KZ","tr_2"
2825,159,"ct_9",2656,"525d","O","CDI","05","C","QA","tr_0"
2839,1638,"ct_9",15200,"653a","O","CDI","05","C","GZ","tr_2"
2849,1246,"ct_9",11454,"534a","O","CDI","06","P","NZ","tr_5"
2859,1820,"ct_9",28880,"388c","O","CDI","06","N","JC","tr_5"
2860,1677,"ct_9",33479,"543e","O","CDI","06","C","JB","tr_2"
2861,298,"ct_7",4317,"563c","O","CDI","06","N","TZ","tr_1"
2867,1820,"ct_9",56194,"344a","O","CDI","06","C","QA","tr_3"
2887,1192,"ct_9",12813,"554a","O","CDI","06","C","GZ","tr_1"
2891,1820,"ct_8",30798,"341a","O","CDI","06","C","PZ","tr_5"
2901,1820,"ct_8",25301,"421b","O","CDI","06","C","PZ","tr_3"
2912,1113,"ct_9",10323,"526e","O","CDI","06","C","QA","tr_2"
2922,1806,"ct_9",22617,"674a","O","CDI","06","C","CE","tr_5"
2926,1092,"ct_9",18774,"554a","O","CDI","06","P","GZ","tr_6"
2931,700,"ct_9",9079,"526b","O","CDI","06","P","NZ","tr_1"
2938,412,"ct_9",5135,"684a","O","CDI","06","P","NZ","tr_3"
2939,1820,"ct_8",20907,"525d","O","CDI","06","C","QB","tr_4"
2945,1821,"ct_9",25633,"475a","O","CDI","06","C","CE","tr_6"
2946,1820,"ct_8",32668,"421b","O","CDI","06","C","PZ","tr_2"
2947,1202,"ct_9",51676,"461b","O","CDI","06","P","IZ","tr_1"
2953,134,NA,1463,"563a","O","CDI","06","P","QB",NA
2956,796,"ct_9",6271,"561d","O","TOA","06","C","IZ","tr_1"
2959,1820,"ct_8",18305,"564a","O","CDI","06","C","NZ","tr_1"
2986,1827,"ct_9",18768,"525d","O","CDI","06","C","QA","tr_6"
2991,1730,"ct_9",21199,"461b","O","TTP","06","C","NZ","tr_1"
2993,964,"ct_2",9420,"524c","O","CDD","06","P","OZ","tr_6"
2996,805,"ct_9",6759,"684a","O","CDI",NA,"C","MA","tr_1"
2999,1703,"ct_9",22920,"373b","O","CDI","06","C","JC","tr_3"
3018,1782,"ct_9",51880,"373d","O","CDI","06","P","MB","tr_4"
3019,1668,"ct_9",23504,"422d","O","CDD","06","C","PZ","tr_2"
3021,1061,"ct_9",11063,"636d","O","CDI","06","P","IZ","tr_1"
3028,1793,"ct_9",48445,"462c","O","CDI","06","C","DZ","tr_5"
3049,1820,"ct_6",14384,"632d","O","CDI","06","C","FZ","tr_1"
3054,142,NA,1443,"554b","O","CDI","06","C","GZ",NA
3057,1990,"ct_9",16471,"525d","O","CDI","06","C","QB","tr_4"
3078,811,"ct_9",8280,"561c","O","CDI","06","P","IZ","tr_1"
3079,293,"ct_9",3195,"561d","O","TOA","66","C","IZ","tr_1"
3085,1323,"ct_9",10455,"684a","O","CDI","83","C","NZ","tr_3"
3097,1823,"ct_8",29006,"564a","O","CDI","06","C","LZ","tr_3"
3098,1670,"ct_9",58472,"374d","O","CDI","06","C","GZ","tr_4"
3101,110,NA,9688,"354c","O","CDI","78","C","JA",NA
3109,669,"ct_9",7714,"554e","O","CDI","06","P","GZ","tr_1"
3113,1547,"ct_9",14280,"681b","O","CDI","06","C","FZ","tr_1"
3131,1789,"ct_9",26061,"633a","O","CDI","06","C","FZ","tr_1"
3132,1067,"ct_7",15123,"563b","O","CDI","06","N","QB","tr_0"
3135,440,"ct_9",8628,"478d","O","CDI","06","C","IZ","tr_5"
3139,138,NA,1229,"526c","O","CDI","06","C","QB",NA
3143,370,NA,4976,"684a","O","CDI","06","C","NZ","tr_1"
3144,1054,"ct_9",12415,"561c","O","CDI","06","C","IZ","tr_2"
3145,1543,"ct_9",22046,"486e","O","CDI","75","C","IZ","tr_1"
3150,1812,"ct_9",22761,"628a","O","CDI","06","C","GZ","tr_1"
3153,1426,"ct_9",28657,"481b","O","CDI","06","C","FZ","tr_3"
3154,421,NA,5254,"561d","O","CDI","06","C","IZ",NA
3156,1587,"ct_9",11281,"526a","O","CDI","06","C","QA","tr_6"
3158,1183,"ct_9",27689,"484a","O","CDI","59","C","GZ","tr_1"
3161,926,"ct_9",10131,"636d","O","CDI","06","C","IZ","tr_2"
3166,1745,"ct_6",22989,"526b","O","CDI","06","C","QA","tr_1"
3168,1907,"ct_9",28135,"479b","O","CDI","75","C","MA","tr_5"
3170,1831,"ct_1",48364,"461f","O","CDI","06","C","OZ","tr_4"
3174,1820,"ct_8",16746,"525d","O","CDI","06","C","QB","tr_4"
3181,304,"ct_9",5808,"463e","O","CDI","06","N","LZ","tr_1"
3186,677,"ct_9",7162,"632b","O","CDI","06","C","FZ","tr_2"
3187,1724,"ct_9",17249,"551a","O","CDI","06","C","GZ","tr_3"
3196,2049,"ct_9",17895,"631a","O","CDI","06","C","NZ","tr_2"
3197,1661,"ct_9",24189,"481b","O","CDI","06","C","FZ","tr_4"
3202,241,NA,3945,"563c","O","CDI","06","C","TZ",NA
3203,1842,"ct_9",36977,"542a","O","CDI","06","C","LZ","tr_1"
3213,1820,"ct_9",49285,"388c","O","CDI","06","C","JC","tr_6"
3217,840,"ct_9",6173,"561d","O","CDI","06","C","IZ","tr_1"
3220,1836,"ct_9",37343,"477d","O","CDI","06","C","EZ","tr_3"
3224,1820,"ct_9",41959,"388c","O","CDI","06","C","JC","tr_6"
3237,321,"ct_9",5276,"636d","O","CDI","06","P","IZ","tr_1"
3241,607,"ct_6",4495,"681a","O","CDI","06","C","FZ","tr_1"
3247,1602,"ct_9",26902,"376g","O","CDI","06","C","LZ","tr_3"
3253,537,"ct_8",7983,"424a","O","CDI","06","N","RZ","tr_1"
3262,1687,"ct_9",26989,"542a","O","CDI","06","C","FZ","tr_4"
3270,1956,"ct_9",18819,"652a","O","CDI","06","C","GZ","tr_2"
3271,1820,"ct_9",52422,"374c","O","CDI","92","C","MA","tr_6"
3281,400,"ct_9",3808,"534a","O","CDI","06","C","NZ","tr_4"
3290,1764,"ct_9",78727,"383a","O","CDI","06","C","CM","tr_6"
3291,1736,"ct_9",21602,"462d","O","CDI","06","C","GZ","tr_1"
3302,1144,"ct_9",36817,"372a","O","CDI","06","N","HZ","tr_6"
3308,1872,"ct_3",33584,"431f","O","AUT","06","C","QA","tr_6"
3313,1574,"ct_9",51232,"380a","O","CDI","06","C","CJ","tr_6"
3315,1638,"ct_9",29551,"477b","O","CDI","06","C","EZ","tr_3"
3337,304,"ct_9",6602,"463e","O","AUT","13","C","MA","tr_1"
3338,462,"ct_9",1971,"683a","A","APP","06","C","CA","tr_1"
3341,749,"ct_9",7091,"676c","O","CDI","06","C","IZ","tr_1"
3344,1927,"ct_9",21441,"554a","O","CDI","06","C","GZ","tr_1"
3345,1428,"ct_9",25340,"388c","O","CDI","06","C","JC","tr_5"
3371,524,"ct_9",4096,"632a","O","CDI","06","C","FZ","tr_2"
3372,1806,"ct_9",49280,"374c","O","CDI","06","C","FZ","tr_4"
3383,726,"ct_9",4229,"554d","O","CDI","06","P","GZ","tr_1"
3386,1429,"ct_9",14094,"525d","O","CDI","06","C","QA","tr_5"
3401,2028,"ct_9",51891,"373d","O","CDI","06","C","JC","tr_2"
3403,1979,"ct_9",32069,"484a","O","CDI","06","C","GZ","tr_3"
3404,1820,"ct_9",17570,"684a","O","CDI","06","C","NZ","tr_5"
3406,743,"ct_8",8557,"545d","O","CDI","06","C","OZ","tr_6"
3423,1820,"ct_1",19460,"422a","O","CDI","06","C","PZ","tr_4"
3426,2200,"ct_9",23463,"684a","O","CDI","06","C","NZ","tr_2"
3429,1820,"ct_1",19242,"523b","O","CDD","06","C","PZ","tr_6"
3434,1684,"ct_9",31878,"388a","O","CDI","59","C","JC","tr_2"
3438,842,"ct_9",7144,"554e","O","CDI","06","P","GZ","tr_1"
3439,1838,"ct_2",15351,"524c","X","AUT","06","C","OZ","tr_6"
3442,1044,"ct_9",9471,"424a","O","CDI","06","C","RZ","tr_3"
3444,1750,"ct_9",27081,"487b","O","CDI","06","C","GZ","tr_6"
3446,1833,"ct_9",17074,"543h","O","CDI","06","C","NZ","tr_1"
3450,1191,"ct_9",15277,"554a","O","CDI","06","C","GZ","tr_4"
3455,208,"ct_9",2996,"636d","O","TOA","06","C","IZ","tr_3"
3457,1839,"ct_9",26980,"461b","O","CDI","06","C","MA","tr_1"
3463,1638,"ct_6",18473,"526b","O","CDI","06","C","QA","tr_1"
3465,611,"ct_9",27524,"387a","O","CDI","06","C","CE","tr_3"
3471,1820,"ct_9",30035,"388a","O","CDI","06","C","MA","tr_1"
3480,203,"ct_7",1577,"563a","O","CDI","06","N","TZ","tr_0"
3482,2197,"ct_9",25853,"526e","O","CDI","06","C","QA","tr_3"
3488,1645,"ct_8",16547,"526b","O","CDI","06","C","QA","tr_4"
3494,455,"ct_2",4846,"431c","O","CDD","06","C","QB","tr_5"
3495,1230,"ct_9",11146,"643a","O","CDI","06","C","HZ","tr_3"
3496,1820,"ct_9",19134,"534a","O","CDI","06","C","NZ","tr_5"
3505,1820,"ct_9",29781,"333c","O","CDI","06","C","HZ","tr_2"
3513,1754,"ct_5",27134,"479a","O","CDI","38","C","MB","tr_6"
3514,1786,"ct_9",47818,"374b","O","CDI","06","C","GZ","tr_5"
3523,2765,"ct_9",36635,"526a","O","CDI","06","C","QA","tr_1"
3527,1822,"ct_8",42898,"431a","O","CDI","06","C","QA","tr_6"
3535,1820,"ct_8",28443,"422b","O","CDI","06","C","SZ","tr_3"
3540,1820,"ct_9",50996,"385a","O","CDI","06","C","CE","tr_6"
3542,910,"ct_9",17307,"373d","O","CDI","06","P","JA","tr_6"
3544,2229,"ct_7",18015,"563c","O","CDI","06","N","TZ","tr_1"
3545,1856,"ct_9",22099,"526a","O","CDI","06","C","QB","tr_3"
3547,1763,"ct_9",38672,"344d","O","CDI","06","C","GZ","tr_1"
3549,1820,"ct_9",40210,"388c","O","CDI","06","C","JC","tr_0"
3554,127,"ct_9",1181,"561c","O","CDI","06","P","IZ","tr_4"
3556,1073,"ct_9",14948,"554e","O","CDI","06","C","GZ","tr_4"
3569,1538,"ct_9",23132,"462b","O","CDI","06","C","GZ","tr_1"
3572,1834,"ct_9",43486,"388c","O","CDI","78","C","JC","tr_6"
3574,1056,"ct_9",19244,"468b","O","CDI","06","C","IZ","tr_5"
3577,1979,"ct_9",32893,"484a","O","CDI","06","C","GZ","tr_3"
3590,1200,"ct_9",13717,"373c","O","CDI","06","P","MA","tr_1"
3604,1820,"ct_9",18584,"374d","O","CDI","93","C","GZ","tr_3"
3606,1905,"ct_9",44714,"388a","O","CDI","06","C","JA","tr_4"
3611,506,"ct_9",39440,"373d","O","CDI","75","C","MA","tr_2"
3616,1820,"ct_9",21126,"643a","O","CDI","06","C","HZ","tr_5"
3622,1827,"ct_9",27517,"487b","O","CDI","06","C","GZ","tr_3"
3637,1638,"ct_2",18708,"524c","O","AUT","06","P","QB","tr_2"
3640,1757,"ct_9",43777,"388a","O","CDI","06","C","JA","tr_1"
3664,420,"ct_9",1951,"461f","A","APP","06","C","SZ","tr_1"
3673,1820,"ct_2",27332,"451g","O","CDI","06","C","OZ","tr_6"
3676,1904,"ct_8",25498,"526a","O","CDI","06","C","QA","tr_5"
3682,1008,"ct_8",13002,"342c","O","CDI","06","N","PZ","tr_6"
3686,585,"ct_9",6865,"561b","O","TOA","06","C","IZ","tr_1"
3687,606,"ct_9",11827,"636d","O","CDI","06","C","IZ","tr_2"
3691,1484,"ct_8",18992,"543b","O","CDI","06","C","SZ","tr_2"
3695,512,"ct_8",6118,"543h","O","CDI","06","P","SZ","tr_1"
3696,1975,"ct_9",20399,"526e","O","CDI","06","C","QA","tr_1"
3698,1825,"ct_1",32611,"461f","O","CDI","06","C","OZ","tr_4"
3706,1027,"ct_9",11025,"632a","O","CDI","06","C","FZ","tr_1"
3714,1352,"ct_9",14083,"423a","O","CDI","06","P","PZ","tr_1"
3720,1832,"ct_9",31483,"461c","O","CDI","06","C","CE","tr_6"
3729,342,"ct_9",3327,"561b","O","TOA","06","C","IZ","tr_1"
3731,1999,"ct_8",33957,"422b","O","CDI","06","C","PZ","tr_3"
3737,1885,"ct_1",29539,"422a","O","CDI","06","C","PZ","tr_4"
3749,1407,"ct_9",37244,"373c","O","CDI","06","C","CE","tr_5"
3757,1488,"ct_9",32327,"477a","O","CDI","06","P","CE","tr_6"
3760,1755,"ct_9",20735,"551a","O","CDI","06","P","GZ","tr_3"
3774,1186,"ct_9",21904,"551a","O","CDI","06","C","GZ","tr_4"
3778,1605,"ct_9",18606,"681b","O","CDI","06","C","FZ","tr_2"
3783,1186,"ct_9",16413,"388d","O","CDI","06","C","GZ","tr_1"
3786,1587,"ct_8",28848,"431f","O","CDI","06","C","QA","tr_5"
3790,1881,"ct_9",24561,"485a","O","CDI","06","C","FZ","tr_0"
3796,1797,"ct_9",30518,"433c","O","CDI","01","C","CM","tr_1"
3800,1820,"ct_8",18611,"564a","O","CDI","06","N","NZ","tr_1"
3801,1820,"ct_9",54462,"388a","O","CDI","06","C","JA","tr_4"
3802,1669,"ct_8",17504,"526d","O","CDI","06","C","QB","tr_4"
3808,1820,"ct_8",25797,"543g","O","CDI","06","C","SZ","tr_6"
3816,357,"ct_9",1957,"562a","A","APP","06","C","SZ","tr_1"
3820,1638,"ct_9",29504,"477b","O","CDI","06","C","EZ","tr_3"
3835,841,"ct_9",9826,"552a","O","CDI","06","P","GZ","tr_5"
3838,200,NA,2187,"563b","O","CDI","06","C","QB",NA
3853,1820,"ct_1",36149,"421b","O","AUT","06","C","PZ","tr_5"
3865,1694,"ct_9",32281,"475a","O","CDI","06","C","GZ","tr_2"
3868,1820,"ct_2",28330,"523c","O","AUT","06","C","OZ","tr_6"
3871,1477,"ct_9",46529,"374a","O","CDI","06","C","GZ","tr_1"
3881,1904,"ct_8",24508,"526a","O","CDI","06","C","QA","tr_5"
3883,1407,"ct_9",20134,"463c","O","CDI","06","C","GZ","tr_3"
3887,1834,"ct_9",24514,"463b","O","CDI","06","C","GZ","tr_1"
3896,1821,"ct_8",22909,"543g","O","CDI","80","C","SZ","tr_0"
3901,1776,"ct_9",23968,"554a","O","CDI","06","P","GZ","tr_6"
3908,1555,"ct_8",16263,"435b","O","CDI","06","C","SZ","tr_1"
3909,1425,"ct_9",12740,"562b","O","CDI","06","C","SZ","tr_1"
3910,1376,"ct_9",18693,"374b","O","CDI","06","C","GZ","tr_3"
3911,1434,"ct_4",32694,"461f","O","CDI","06","P","HZ","tr_3"
3913,1970,"ct_9",30711,"463c","O","CDI","64","C","CA","tr_2"
3930,512,"ct_9",5177,"563b","O","CDI","06","P","QB","tr_4"
3939,2214,"ct_8",41329,"431d","O","CDI","06","C","QA","tr_6"
3945,1542,"ct_9",15896,"553c","O","CDI","06","C","GZ","tr_4"
3953,1469,"ct_3",14236,"525d","O","CDD","06","C","QB","tr_4"
3955,1482,"ct_9",19088,"543f","O","TTP","06","C","NZ","tr_1"
3956,624,"ct_9",4470,"542a","O","CDD","06","C","NZ","tr_1"
3957,1778,"ct_8",33078,"373d","O","CDI","06","C","NZ","tr_5"
3962,1632,"ct_9",22707,"433b","O","CDI","06","C","GZ","tr_1"
3964,1819,"ct_2",24952,"525c","O","CDI","06","C","RZ","tr_3"
3966,245,"ct_9",2793,"643a","O","CDI","06","P","GZ","tr_2"
3977,1588,"ct_9",25128,"374a","O","CDI","06","C","GZ","tr_3"
3978,2552,"ct_9",53271,"344a","O","CDI",NA,"C","QA","tr_5"
3982,1631,"ct_9",53683,"372d","O","CDI","06","C","NZ","tr_1"
3991,650,"ct_9",4169,"684a","O","CDI","06","C","NZ","tr_1"
3998,748,"ct_9",9443,"551a","O","CDD","06","P","LZ","tr_1"
4004,218,"ct_3",6727,"526a","O","CDI","06","C","QA","tr_6"
4005,734,"ct_9",10126,"463d","O","CDI","06","C","IZ","tr_1"
4009,1596,"ct_9",20861,"641a","O","CDI","06","C","HZ","tr_1"
4012,921,"ct_9",8241,"676a","O","CDI","06","C","MA","tr_3"
4017,1820,"ct_9",25878,"467a","O","CDI","06","C","KZ","tr_6"
4023,1376,"ct_9",29761,"468b","O","CDI","06","C","IZ","tr_2"
4027,1838,"ct_9",16143,"525d","O","CDI","06","C","QB","tr_2"
4037,916,"ct_9",9864,"526a","O","CDI","06","C","QB","tr_4"
4046,531,"ct_9",6736,"636c","O","CDI","06","C","CA","tr_1"
4051,629,"ct_1",4904,"333a","O","TOA","06","C","PZ","tr_6"
4053,1820,"ct_9",43972,"374a","O","CDI","06","C","GZ","tr_2"
4069,1775,"ct_8",25190,"488a","O","CDI","06","C","QA","tr_3"
4077,1913,"ct_9",27241,"628g","O","CDI","06","C","CH","tr_2"
4083,1820,"ct_8",18408,"451h","O","CDI","06","C","QA","tr_6"
4090,1782,"ct_9",34225,"342g","O","CDI","06","C","MA","tr_2"
4096,1640,"ct_9",23901,"373b","O","CDI","92","C","JC","tr_6"
4098,817,"ct_9",52296,"389b","O","CDI","93","C","HZ","tr_6"
4110,1820,"ct_2",51820,"332b","O","CDI","06","C","EZ","tr_1"
4120,1277,"ct_9",12607,"643a","O","CDI","06","C","GZ","tr_4"
4131,479,"ct_9",4978,"552a","O","CDI","06","P","GZ","tr_4"
4134,1636,"ct_8",17800,"311d","O","CDI","06","C","QB","tr_4"
4136,633,"ct_9",20483,"542a","O","CDI","06","C","MC","tr_1"
4139,1295,"ct_9",14645,"671c","O","CDI","06","C","FZ","tr_2"
4141,1589,"ct_9",28755,"462b","O","CDI","59","C","GZ","tr_6"
4145,1763,"ct_9",16823,"631a","O","CDI","06","C","NZ","tr_3"
