PRIMARY_KEY,club
84400,"fede-119"
84453,"fede-209"
84469,"fede-601"
84472,"fede-132"
84578,"fede-106"
84582,"fede-106"
84597,"fede-128"
84647,"fede-111"
84673,"fede-109"
84692,"fede-242"
84739,"fede-133"
84757,"fede-402"
84777,"fede-125"
84818,"fede-402"
84855,"fede-127"
84910,"fede-604"
84917,"fede-242"
84928,"fede-128"
84961,"fede-111"
84977,"fede-125"
84992,"fede-218"
84994,"fede-407"
85000,"fede-111"
85002,"fede-125"
85009,"fede-242"
85023,"fede-602"
85071,"fede-127"
85082,"fede-218"
85117,"fede-401"
85138,"fede-233"
85153,"fede-243"
85163,"fede-105"
85168,"fede-111"
85170,"fede-402"
85180,"fede-242"
85204,"fede-102"
85237,"fede-127"
85274,"fede-109"
85278,"fede-121"
85307,"fede-125"
85318,"fede-403"
85324,"fede-242"
85338,"fede-103"
85341,"fede-117"
85348,"fede-132"
85377,"fede-242"
85378,"fede-218"
85382,"fede-245"
85393,"fede-420"
85430,"fede-105"
85440,"fede-402"
85475,"fede-123"
85485,"fede-402"
85494,"fede-402"
85516,"fede-132"
85537,"fede-407"
85542,"fede-261"
85562,"fede-111"
85563,"fede-242"
85569,"fede-403"
85579,"fede-111"
85596,"fede-108"
85614,"fede-101"
85649,"fede-111"
85661,"fede-245"
85684,"fede-109"
85715,"fede-402"
85750,"fede-125"
85752,"fede-111"
85760,"fede-105"
85776,"fede-602"
85792,"fede-111"
85800,"fede-402"
85801,"fede-133"
85813,"fede-101"
85821,"fede-111"
85841,"fede-404"
85846,"fede-111"
85851,"fede-105"
85853,"fede-105"
85920,"fede-111"
85925,"fede-111"
85937,"fede-402"
85944,"fede-123"
85947,"fede-103"
85952,"fede-111"
85956,"fede-101"
85957,"fede-407"
85985,"fede-218"
85989,"fede-111"
85993,"fede-111"
85994,"fede-111"
86023,"fede-132"
86037,"fede-111"
86069,"fede-111"
86087,"fede-111"
86088,"fede-201"
86089,"fede-602"
86113,"fede-402"
86136,"fede-218"
86159,"fede-407"
86160,"fede-109"
86162,"fede-124"
86170,"fede-101"
86183,"fede-111"
86198,"fede-115"
86202,"fede-111"
86222,"fede-123"
86232,"fede-402"
86277,"fede-111"
86284,"fede-267"
86299,"fede-109"
86307,"fede-117"
86310,"fede-602"
86363,"fede-404"
86371,"fede-111"
86399,"fede-105"
86405,"fede-101"
86409,"fede-109"
86411,"fede-242"
86415,"fede-602"
86429,"fede-267"
86437,"fede-115"
86438,"fede-245"
86439,"fede-245"
86450,"fede-123"
86458,"fede-602"
86460,"fede-101"
86464,"fede-132"
86487,"fede-602"
86491,"fede-109"
86495,"fede-105"
86503,"fede-132"
86504,"fede-111"
86506,"fede-108"
86510,"fede-111"
86524,"fede-219"
86541,"fede-109"
86563,"fede-133"
86583,"fede-602"
86591,"fede-111"
86650,"fede-109"
86666,"fede-237"
86667,"fede-245"
86699,"fede-123"
86714,"fede-111"
86739,"fede-115"
86746,"fede-604"
86756,"fede-123"
86757,"fede-111"
86804,"fede-402"
86807,"fede-105"
86818,"fede-245"
86840,"fede-106"
86855,"fede-108"
86859,"fede-132"
86868,"fede-111"
86872,"fede-125"
86881,"fede-402"
86885,"fede-128"
86888,"fede-242"
86898,"fede-111"
86912,"fede-413"
86928,"fede-132"
86930,"fede-111"
86970,"fede-111"
87040,"fede-119"
87043,"fede-119"
87045,"fede-601"
87050,"fede-402"
87132,"fede-604"
87140,"fede-119"
87165,"fede-124"
87178,"fede-242"
87184,"fede-420"
87199,"fede-123"
87202,"fede-105"
87203,"fede-111"
87208,"fede-111"
87216,"fede-138"
87222,"fede-117"
87225,"fede-221"
87227,"fede-249"
87245,"fede-420"
87255,"fede-218"
87261,"fede-605"
87270,"fede-119"
87277,"fede-605"
87352,"fede-123"
87356,"fede-132"
87363,"fede-119"
87364,"fede-111"
87367,"fede-125"
87402,"fede-109"
87466,"fede-404"
87494,"fede-413"
87529,"fede-261"
87540,"fede-402"
87552,"fede-115"
87586,"fede-402"
87592,"fede-413"
87593,"fede-243"
87601,"fede-105"
87625,"fede-111"
87627,"fede-254"
87639,"fede-117"
87641,"fede-404"
87647,"fede-133"
87673,"fede-103"
87688,"fede-103"
87689,"fede-604"
87727,"fede-123"
87728,"fede-254"
87747,"fede-115"
87769,"fede-604"
87795,"fede-102"
87800,"fede-111"
87810,"fede-402"
87811,"fede-111"
87823,"fede-402"
87827,"fede-402"
87833,"fede-111"
87835,"fede-402"
87844,"fede-133"
87863,"fede-132"
87874,"fede-404"
87897,"fede-413"
87907,"fede-402"
87926,"fede-209"
87932,"fede-121"
87933,"fede-133"
87943,"fede-116"
87975,"fede-402"
87982,"fede-501"
87993,"fede-105"
87995,"fede-123"
88020,"fede-117"
88024,"fede-242"
88027,"fede-125"
88030,"fede-420"
88059,"fede-125"
88064,"fede-221"
88100,"fede-219"
88165,"fede-402"
88244,"fede-249"
88247,"fede-131"
88281,"fede-113"
88302,"fede-129"
88308,"fede-125"
88335,"fede-233"
88359,"fede-242"
88386,"fede-218"
88417,"fede-402"
88443,"fede-123"
88447,"fede-123"
88463,"fede-121"
88485,"fede-132"
88501,"fede-111"
88529,"fede-233"
88539,"fede-111"
88542,"fede-219"
88558,"fede-108"
88569,"fede-117"
88572,"fede-125"
88573,"fede-123"
88591,"fede-213"
88596,"fede-111"
88607,"fede-115"
88610,"fede-221"
88623,"fede-420"
88641,"fede-604"
88707,"fede-111"
88710,"fede-111"
88718,"fede-111"
88722,"fede-105"
88753,"fede-123"
88781,"fede-111"
88787,"fede-242"
88804,"fede-132"
88807,"fede-132"
88845,"fede-266"
88847,"fede-127"
88903,"fede-101"
88943,"fede-115"
88950,"fede-111"
89000,"fede-105"
89010,"fede-220"
89028,"fede-109"
89044,"fede-503"
89065,"fede-111"
89073,"fede-111"
89079,"fede-132"
89096,"fede-111"
89104,"fede-111"
89109,"fede-111"
89134,"fede-242"
89142,"fede-117"
89166,"fede-403"
89167,"fede-602"
89177,"fede-604"
89195,"fede-125"
89209,"fede-111"
89217,"fede-125"
89226,"fede-101"
89263,"fede-242"
89264,"fede-111"
89278,"fede-119"
89281,"fede-403"
89284,"fede-204"
89291,"fede-202"
89296,"fede-403"
89302,"fede-205"
89318,"fede-201"
89368,"fede-402"
89383,"fede-122"
89414,"fede-601"
89445,"fede-220"
89467,"fede-402"
89492,"fede-402"
89502,"fede-204"
89531,"fede-101"
89535,"fede-109"
89576,"fede-124"
89586,"fede-204"
89592,"fede-221"
89596,"fede-111"
89630,"fede-115"
89631,"fede-209"
89634,"fede-132"
89649,"fede-125"
89650,"fede-261"
89661,"fede-245"
89666,"fede-115"
89676,"fede-103"
89699,"fede-132"
89700,"fede-132"
89708,"fede-402"
89715,"fede-604"
89737,"fede-413"
89770,"fede-111"
89778,"fede-132"
89785,"fede-117"
89786,"fede-242"
89796,"fede-604"
89800,"fede-102"
89811,"fede-605"
89812,"fede-126"
89826,"fede-115"
89834,"fede-111"
89846,"fede-111"
89851,"fede-123"
89860,"fede-134"
89862,"fede-115"
89873,"fede-135"
89908,"fede-123"
89910,"fede-202"
89946,"fede-117"
89951,"fede-129"
89962,"fede-604"
89982,"fede-132"
89995,"fede-113"
90001,"fede-503"
90077,"fede-134"
90083,"fede-115"
90093,"fede-115"
90097,"fede-134"
90104,"fede-113"
90145,"fede-111"
90146,"fede-242"
90149,"fede-125"
90165,"fede-132"
90228,"fede-134"
90231,"fede-135"
90237,"fede-125"
90264,"fede-111"
90293,"fede-105"
90314,"fede-405"
90331,"fede-111"
90333,"fede-135"
90339,"fede-101"
90379,"fede-403"
90419,"fede-123"
90437,"fede-218"
90458,"fede-123"
90503,"fede-604"
90519,"fede-134"
90522,"fede-119"
90526,"fede-601"
90558,"fede-402"
90579,"fede-119"
90589,"fede-124"
90611,"fede-601"
90618,"fede-221"
90629,"fede-221"
90660,"fede-101"
90697,"fede-119"
90713,"fede-125"
90746,"fede-402"
90792,"fede-603"
90801,"fede-242"
90808,"fede-402"
90832,"fede-254"
90888,"fede-132"
90927,"fede-222"
90936,"fede-109"
90938,"fede-113"
90943,"fede-115"
90946,"fede-604"
90960,"fede-119"
90975,"fede-256"
90980,"fede-138"
90995,"fede-410"
90996,"fede-103"
91004,"fede-109"
91008,"fede-124"
91012,"fede-111"
91022,"fede-119"
91030,"fede-111"
91038,"fede-108"
91066,"fede-117"
91135,"fede-605"
91147,"fede-204"
91170,"fede-402"
91176,"fede-110"
91180,"fede-131"
91188,"fede-117"
91194,"fede-402"
91199,"fede-132"
91210,"fede-402"
91212,"fede-212"
91223,"fede-245"
91235,"fede-129"
91268,"fede-123"
91272,"fede-123"
91280,"fede-221"
91297,"fede-604"
91298,"fede-117"
91310,"fede-119"
91319,"fede-125"
91334,"fede-109"
91349,"fede-132"
91351,"fede-103"
91358,"fede-119"
91360,"fede-402"
91385,"fede-133"
91388,"fede-126"
91391,"fede-123"
91401,"fede-111"
91402,"fede-602"
91415,"fede-106"
91416,"fede-123"
91453,"fede-413"
91466,"fede-404"
91488,"fede-403"
91491,"fede-132"
91496,"fede-128"
91507,"fede-129"
91521,"fede-117"
91534,"fede-101"
91542,"fede-122"
91610,"fede-119"
91639,"fede-123"
91640,"fede-117"
91661,"fede-111"
91682,"fede-125"
91706,"fede-103"
91707,"fede-123"
91737,"fede-127"
91752,"fede-123"
91758,"fede-128"
91794,"fede-123"
91800,"fede-132"
91832,"fede-132"
91834,"fede-101"
91854,"fede-127"
91875,"fede-110"
91900,"fede-111"
92001,"fede-206"
92037,"fede-117"
92048,"fede-220"
92054,"fede-602"
92129,"fede-402"
92133,"fede-132"
92145,"fede-132"
92177,"fede-132"
92280,"fede-123"
92291,"fede-105"
92292,"fede-125"
92313,"fede-132"
92345,"fede-119"
92363,"fede-604"
92368,"fede-128"
92422,"fede-242"
92428,"fede-125"
92474,"fede-111"
92479,"fede-132"
92541,"fede-111"
92563,"fede-115"
92621,"fede-127"
92641,"fede-109"
92650,"fede-132"
92665,"fede-602"
92677,"fede-103"
92678,"fede-128"
92708,"fede-212"
92715,"fede-245"
92734,"fede-125"
92766,"fede-127"
92774,"fede-123"
92782,"fede-111"
92794,"fede-128"
92796,"fede-601"
92811,"fede-410"
92852,"fede-124"
92870,"fede-410"
92876,"fede-115"
92886,"fede-402"
92899,"fede-402"
92904,"fede-402"
92913,"fede-109"
92921,"fede-111"
92933,"fede-116"
92937,"fede-221"
92938,"fede-125"
92946,"fede-123"
92955,"fede-128"
92977,"fede-242"
93007,"fede-221"
93008,"fede-410"
93025,"fede-125"
93031,"fede-601"
93099,"fede-138"
93124,"fede-117"
93146,"fede-245"
93154,"fede-133"
93173,"fede-109"
93180,"fede-602"
93184,"fede-132"
93187,"fede-123"
93192,"fede-132"
93223,"fede-123"
93233,"fede-123"
93238,"fede-132"
93285,"fede-132"
93312,"fede-418"
93321,"fede-111"
93322,"fede-202"
93389,"fede-119"
93404,"fede-221"
93420,"fede-410"
93424,"fede-125"
93479,"fede-109"
93482,"fede-132"
93498,"fede-252"
93518,"fede-132"
93527,"fede-602"
93532,"fede-103"
93538,"fede-402"
93574,"fede-254"
93599,"fede-135"
93601,"fede-101"
93630,"fede-218"
93665,"fede-117"
93684,"fede-111"
93703,"fede-111"
93716,"fede-115"
93717,"fede-115"
93739,"fede-103"
93743,"fede-132"
93808,"fede-602"
93960,"fede-601"
94007,"fede-125"
94032,"fede-410"
94049,"fede-221"
94051,"fede-410"
94056,"fede-410"
94057,"fede-111"
94063,"fede-123"
94088,"fede-132"
94234,"fede-105"
94267,"fede-218"
94283,"fede-103"
94291,"fede-119"
94344,"fede-115"
94373,"fede-109"
94414,"fede-604"
94516,"fede-410"
94521,"fede-410"
94541,"fede-134"
94578,"fede-410"
94631,"fede-126"
94660,"fede-101"
94670,"fede-126"
94695,"fede-410"
94702,"fede-115"
94783,"fede-245"
94829,"fede-218"
94850,"fede-126"
94866,"fede-410"
94891,"fede-129"
94949,"fede-119"
94980,"fede-133"
94990,"fede-111"
95015,"fede-113"
95024,"fede-123"
95057,"fede-221"
95076,"fede-245"
95094,"fede-402"
95110,"fede-117"
95140,"fede-101"
95143,"fede-123"
95149,"fede-103"
95164,"fede-109"
95175,"fede-111"
95185,"fede-249"
95202,"fede-129"
95228,"fede-415"
95320,"fede-106"
95329,"fede-109"
95338,"fede-212"
95375,"fede-415"
95477,"fede-111"
95489,"fede-119"
95501,"fede-123"
95519,"fede-410"
95528,"fede-135"
95534,"fede-123"
95550,"fede-125"
95586,"fede-410"
95599,"fede-503"
95644,"fede-604"
95696,"fede-131"
95764,"fede-602"
95781,"fede-133"
95782,"fede-410"
95860,"fede-245"
95861,"fede-119"
95930,"fede-245"
95936,"fede-266"
95940,"fede-402"
95987,"fede-132"
96000,"fede-132"
96088,"fede-107"
96114,"fede-604"
96115,"fede-266"
96132,"fede-413"
96144,"fede-413"
96165,"fede-413"
96182,"fede-128"
96196,"fede-245"
96198,"fede-122"
96204,"fede-242"
96219,"fede-242"
96238,"fede-218"
96256,"fede-125"
96267,"fede-242"
96277,"fede-103"
96311,"fede-206"
96315,"fede-601"
96317,"fede-132"
96325,"fede-124"
96347,"fede-410"
96358,"fede-126"
96359,"fede-135"
96416,"fede-111"
96418,"fede-115"
96455,"fede-128"
96487,"fede-102"
96496,"fede-102"
96518,"fede-116"
96526,"fede-103"
96550,"fede-604"
96572,"fede-242"
96606,"fede-117"
96636,"fede-245"
96663,"fede-601"
96716,"fede-101"
96732,"fede-111"
96733,"fede-410"
96735,"fede-221"
96789,"fede-123"
96791,"fede-105"
96806,"fede-410"
96835,"fede-402"
96842,"fede-135"
96849,"fede-402"
96850,"fede-106"
96870,"fede-132"
96877,"fede-402"
96882,"fede-111"
96910,"fede-123"
96944,"fede-402"
97002,"fede-420"
97026,"fede-245"
97034,"fede-410"
97042,"fede-105"
97049,"fede-125"
97051,"fede-601"
97053,"fede-603"
97054,"fede-221"
97058,"fede-410"
97076,"fede-111"
97127,"fede-125"
97131,"fede-123"
97133,"fede-213"
97139,"fede-115"
97148,"fede-117"
97195,"fede-402"
97216,"fede-219"
97243,"fede-129"
97246,"fede-132"
97250,"fede-133"
97254,"fede-123"
97261,"fede-601"
97265,"fede-129"
97270,"fede-134"
97276,"fede-221"
97278,"fede-128"
97281,"fede-601"
97284,"fede-403"
97325,"fede-410"
97329,"fede-402"
97362,"fede-111"
97388,"fede-256"
97391,"fede-218"
97438,"fede-109"
97444,"fede-219"
97445,"fede-132"
97462,"fede-135"
97469,"fede-109"
97512,"fede-403"
97521,"fede-103"
97563,"fede-218"
97575,"fede-131"
97615,"fede-107"
97626,"fede-124"
97629,"fede-114"
97640,"fede-107"
97650,"fede-102"
97662,"fede-241"
97672,"fede-418"
97684,"fede-413"
97722,"fede-133"
97727,"fede-117"
97735,"fede-245"
97744,"fede-404"
97749,"fede-410"
97754,"fede-113"
97782,"fede-410"
97800,"fede-103"
97830,"fede-602"
97850,"fede-410"
97866,"fede-111"
97883,"fede-221"
97891,"fede-111"
97897,"fede-118"
97974,"fede-134"
97996,"fede-113"
97999,"fede-405"
98022,"fede-125"
98028,"fede-111"
98034,"fede-221"
98054,"fede-123"
98070,"fede-252"
98073,"fede-402"
98091,"fede-135"
98099,"fede-132"
98103,"fede-128"
98108,"fede-402"
98110,"fede-129"
98189,"fede-125"
98212,"fede-123"
98233,"fede-410"
98235,"fede-127"
98240,"fede-410"
98272,"fede-221"
98308,"fede-604"
98311,"fede-221"
98330,"fede-402"
98352,"fede-602"
98397,"fede-410"
98401,"fede-252"
98454,"fede-410"
98518,"fede-109"
98525,"fede-402"
98533,"fede-123"
98539,"fede-605"
98557,"fede-124"
98559,"fede-403"
98579,"fede-133"
98596,"fede-402"
98615,"fede-123"
98634,"fede-111"
98647,"fede-134"
98651,"fede-128"
98685,"fede-220"
98696,"fede-402"
98706,"fede-212"
98730,"fede-242"
98737,"fede-115"
98743,"fede-410"
98789,"fede-123"
98815,"fede-103"
98840,"fede-258"
98844,"fede-125"
98848,"fede-245"
98869,"fede-604"
98923,"fede-113"
98986,"fede-138"
98988,"fede-111"
98989,"fede-109"
99001,"fede-123"
99007,"fede-261"
99015,"fede-117"
99033,"fede-418"
99044,"fede-221"
99149,"fede-123"
99164,"fede-402"
99185,"fede-138"
99260,"fede-111"
99271,"fede-103"
99282,"fede-125"
99313,"fede-111"
99315,"fede-119"
99325,"fede-123"
99343,"fede-402"
99408,"fede-410"
99422,"fede-115"
99426,"fede-117"
99432,"fede-404"
99482,"fede-245"
99484,"fede-242"
99505,"fede-132"
99518,"fede-123"
99523,"fede-404"
99560,"fede-101"
99587,"fede-402"
99589,"fede-245"
99591,"fede-402"
99598,"fede-132"
99608,"fede-119"
99620,"fede-410"
99658,"fede-128"
99659,"fede-402"
99677,"fede-219"
99716,"fede-111"
99717,"fede-126"
99723,"fede-134"
99727,"fede-123"
99730,"fede-101"
99731,"fede-242"
99744,"fede-604"
99757,"fede-254"
99764,"fede-410"
99768,"fede-218"
99771,"fede-111"
99784,"fede-410"
99785,"fede-413"
99810,"fede-125"
99811,"fede-252"
99828,"fede-128"
99858,"fede-402"
99913,"fede-605"
99951,"fede-122"
99963,"fede-105"
99970,"fede-402"
99998,"fede-221"
100021,"fede-129"
100055,"fede-261"
100057,"fede-604"
100073,"fede-249"
100074,"fede-410"
100075,"fede-209"
