PRIMARY_KEY,activity_sector,Former_dep,JOB_DEP,JOB_DESCRIPTION,CONTRACT_TYPE,JOB_CATEGORY,Job_condition,EMPLOYER_CATEGORY,WORKING_HOURS,Employee_count
3189,"PZ","60","60","422c","CDI","O","P","ct_8",780,"tr_5"
3190,"PZ","81","81","422d","AUT","O","C","ct_1",1213,"tr_4"
3198,"QA","59","59","431f","CDI","O","N","ct_9",925,"tr_2"
3200,"QA","26","26","526a","CDI","O","N","ct_8",1613,"tr_5"
3205,"QA","68","68","526b","CDI","O","C","ct_8",1517,"tr_1"
3215,"MC","31","22","551a","CDI","O","P","ct_9",988,"tr_5"
3219,"GZ","22","22","373c","CDI","O","P","ct_9",1456,"tr_1"
3240,"QB","06","04","525d","CDI","O","P","ct_3",1365,"tr_4"
3242,"QB","62","62","563b","AUT","O","C",NA,447,NA
3243,"GZ","31","31","676a","CDI","O","C","ct_9",1673,"tr_5"
3251,"OZ","91","91","523d","CDI","O","C","ct_3",1820,"tr_4"
3255,"LZ","75","75","543g","CDD","O","C","ct_9",679,"tr_1"
3273,"MA","35","35","543f","CDI","O","C","ct_9",1413,"tr_1"
3276,"HZ","33","33","521a","CDI","O","C","ct_9",1828,"tr_6"
3298,"GZ","63","63","433d","CDI","O","P","ct_9",877,"tr_1"
3314,"OZ","04","04","422c","TOA","O","P","ct_1",623,"tr_5"
3330,"KZ","81","81","372d","CDI","O","C","ct_9",1820,"tr_6"
3335,"NZ","62","59","684a","CDI","O","C",NA,305,"tr_1"
3343,"QA","38","38","525d","CDI","O","C","ct_9",1318,"tr_6"
3351,"MB","78","78","524b","CDI","O","N",NA,151,NA
3358,"GZ","27","27","621e","CDI","O","C","ct_9",939,"tr_1"
3365,"PZ","60","60","341a","CDI","O","C","ct_8",1820,"tr_5"
3376,"HZ","92","92","333c","CDI","O","C","ct_9",1820,"tr_3"
3382,"PZ","45","93","423b","CDI","O","C",NA,164,NA
3385,"HZ","77","95","372b","CDI","O","C","ct_9",1218,"tr_6"
3394,"JB","01","69","374c","CDI","O","C","ct_9",1771,"tr_6"
3399,"QB","35","35","525d","CDI","O","P","ct_8",1456,"tr_4"
3407,"QB","01","01","525d","CDI","O","C","ct_8",1517,"tr_2"
3408,"QB","84","13","526a","CDI","O","C",NA,144,NA
3443,"CG","87","87","674d","CDI","O","C","ct_9",1720,"tr_3"
3445,"GZ","06","92","463d","CDI","O","C","ct_9",1820,"tr_5"
3453,"GZ","70","31","463b","CDI","O","P","ct_9",1373,"tr_4"
3454,"GZ","92","92","374a","CDI","O","C","ct_9",910,"tr_5"
3462,"QA","74","74","525d","CDI","O","C","ct_9",1202,"tr_5"
3470,"NZ","80","80","676c","CDI","O","C","ct_9",1157,"tr_5"
3483,"OZ","77","77","477a","CDI","O","C","ct_8",1750,"tr_6"
3486,"FZ","94","94","382a","CDI","O","C","ct_9",1820,"tr_6"
3493,"JA","77","92","353a","CDI","O","C","ct_9",1820,"tr_5"
3502,"FZ","2A","2A","632f","CDI","O","C","ct_9",1505,"tr_2"
3509,"CI","38","38","543b","CDI","O","P","ct_9",1638,"tr_6"
3519,"PZ","51","10","333e","CDI","O","C","ct_1",1820,"tr_6"
3529,"QB","69","69","526a","CDI","O","P","ct_8",933,"tr_4"
3550,"JC","13","13","541d","CDI","O","C","ct_8",1783,"tr_3"
3558,"GZ","44","44","374d","CDI","O","C","ct_9",1517,"tr_5"
3568,"QB","30","30","563a","CDI","O","N","ct_7",3000,"tr_1"
3573,"HZ",NA,NA,"461f","CDI","O","C","ct_9",1644,"tr_4"
3600,"TZ","92","92","563c","CDI","O","P",NA,931,NA
3602,"QA","58","58","542a","CDI","O","P","ct_9",1229,"tr_5"
3603,"QA","31","66","526a","CDI","O","P","ct_9",917,"tr_5"
3612,"NZ","33","33","684a","CDI","O","P","ct_9",275,"tr_6"
3613,"NZ","93","93","676a","CDI","O","C","ct_9",1806,"tr_6"
3614,"QA","91","92","526b","CDI","O","C","ct_8",1820,"tr_6"
3619,"HZ","51","51","373b","CDI","O","C","ct_9",1820,"tr_2"
3624,"GZ","31","31","634c","CDI","O","P","ct_9",805,"tr_1"
3626,"GZ","89","89","676c","CDI","O","C","ct_9",455,"tr_3"
3629,"TZ","44","44","563c","TOA","O","C",NA,368,NA
3636,"KZ","91","94","545a","CDI","O","C","ct_9",1820,"tr_4"
3644,"GZ","29","29","543f","CDI","O","C","ct_9",1820,"tr_1"
3651,"QB","68","68","563b","CDI","O","P","ct_8",676,"tr_4"
3654,"PZ","92","95","422b","CDI","O","C","ct_8",1820,"tr_5"
3661,"IZ","65","65","561c","CDD","O","C","ct_9",133,"tr_1"
3669,"QB","42","42","526c","CDI","O","C","ct_8",1600,"tr_3"
3684,"CJ","67","67","652a","CDI","O","C","ct_9",2225,"tr_6"
3690,"NZ","94","91","486e","CDI","O","C","ct_9",1820,"tr_6"
3694,"QA","92","92","526a","CDI","O","P","ct_8",1315,"tr_3"
3710,"PZ","92","75","435b","CDI","O","C","ct_8",1321,"tr_1"
3721,"PZ","25","25","451e","CDI","O","C","ct_1",1820,"tr_5"
3722,"HZ","13","13","451a","CDI","O","C","ct_9",1815,"tr_3"
3727,"QB","06","06","563b","CDI","O","C",NA,368,NA
3732,"GZ","77","77","543b","CDI","O","P","ct_9",2779,"tr_1"
3739,"HZ","34","34","462e","CDI","O","C","ct_9",714,"tr_3"
3741,"QB","61","61","344a","CDI","O","C","ct_3",1820,"tr_5"
3747,"HZ","13","13","676c","CDI","O","C","ct_9",2100,"tr_5"
3754,"QB","91","91","563a","CDI","O","N","ct_7",2433,"tr_1"
3761,"OZ","94","94","434d","AUT","O","C","ct_2",1820,"tr_6"
3771,"QA","85","85","542a","CDI","O","C","ct_6",1873,"tr_1"
3775,"GZ","75","75","374a","CDI","O","C","ct_9",1263,"tr_1"
3781,"QB","77","94","563b","CDI","O","C","ct_9",1996,"tr_1"
3792,"FZ","38","38","632a","CDI","O","C","ct_9",809,"tr_3"
3797,"QA","25","25","431f","CDI","O","C","ct_8",1820,"tr_1"
3798,"GZ","11","11","542a","CDI","O","C","ct_9",346,"tr_1"
3810,"QA","27","27","526a","CDI","O","C",NA,135,NA
3813,"DZ","13","13","386d","CDI","O","C","ct_9",1820,"tr_5"
3825,"NZ","81","81","633a","CDI","O","C","ct_9",1106,"tr_1"
3826,"MB","91","91","342g","CDI","O","C","ct_5",1820,"tr_6"
3836,"CK","25","25","484b","CDI","O","C","ct_9",1586,"tr_3"
3839,"SZ","75","75","685a","CDD","O","C","ct_9",642,"tr_1"
3859,"QB","94","94","526a","CDI","O","C","ct_8",2506,"tr_5"
3880,"CC","27","51","374d","CDI","O","C","ct_9",1820,"tr_4"
3888,"JA","75","75","352a","CDI","O","C","ct_9",1820,"tr_6"
3905,"CC","21","21","636d","CDI","O","P","ct_9",1069,"tr_1"
3912,"OZ","33","33","461f","CDI","O","C","ct_1",1820,"tr_4"
3918,"QA","40","40","643a","CDI","O","C","ct_1",1834,"tr_2"
3922,"QB","2B","2B","563b","CDI","O","P","ct_8",291,"tr_3"
3929,"NZ","93","93","684a","CDI","O","P","ct_9",972,"tr_6"
3931,"HZ","50","50","641b","CDI","O","C","ct_9",1216,"tr_4"
3933,"QA","22","22","431f","CDI","O","P","ct_8",1440,"tr_6"
3944,"QA","17","17","525d","CDI","O","C","ct_9",1820,"tr_6"
3954,"CA","17","17","542a","CDI","O","C","ct_9",1517,"tr_2"
3960,"HZ","07","38","641a","CDI","O","C","ct_9",576,"tr_5"
3972,"QB","33","33","563b","CDI","O","P","ct_9",1402,"tr_0"
3976,"QB","69","69","563a","CDI","O","N","ct_7",782,"tr_0"
3986,"GZ","75","75","554a","CDI","O","C",NA,400,NA
3989,"MA","47","92","387d","CDI","O","C","ct_9",1820,"tr_5"
3995,"FZ","67","67","633a","CDI","O","C","ct_9",261,"tr_1"
4033,"JB","78","92","463d","CDI","O","C","ct_9",1820,"tr_5"
4035,"GZ","81","81","554g","CDI","O","P","ct_6",900,"tr_1"
4036,"CL","31","31","653a","CDI","O","P","ct_9",1214,"tr_6"
4048,"NZ","89","91","684a","CDI","O","C","ct_9",1834,"tr_6"
4049,"FZ","34","34","671c","CDI","O","C","ct_6",987,"tr_0"
4052,"HZ","13","13","641a","CDD","O","C","ct_6",395,"tr_2"
4071,"TZ","31","31","563c","TOA","O","C",NA,232,NA
4080,"CL","44","44","384a","CDI","O","C","ct_9",1780,"tr_6"
4081,"QB","66","66","525d","CDI","O","C","ct_9",1820,"tr_4"
4086,"QA","31","31","525d","CDI","O","P","ct_9",566,"tr_6"
4109,"NZ",NA,NA,"534a","CDI","O","C","ct_9",1830,"tr_4"
4143,"QA","34","34","526a","CDI","O","C","ct_8",886,"tr_4"
4150,"FZ","91","93","382d","CDI","O","C","ct_9",1517,"tr_1"
4179,"PZ",NA,NA,"422d","CDI","O","C","ct_8",1585,"tr_4"
4180,"OZ","40","40","435b","AUT","O","P","ct_2",1570,"tr_5"
4192,"QB","12","81","526d","CDI","O","C","ct_8",1848,"tr_4"
4216,"PZ","14","14","525b","CDI","O","P","ct_8",841,"tr_2"
4219,"GZ","59","59","463b","CDI","O","C","ct_9",1613,"tr_1"
4233,"NZ","66","66","451g","CDI","O","C","ct_2",1820,"tr_3"
4234,"HZ","60","93","466a","CDI","O","C","ct_9",1102,"tr_6"
4235,"TZ","78","78","563c","CDI","O","N","ct_7",2581,"tr_1"
4244,"HZ","11","11","641a","CDI","O","C","ct_9",2200,"tr_4"
4246,"CA","85","85","625d","CDI","O","C","ct_9",1464,"tr_6"
4270,"MA","38","38","543b","CDI","O","P","ct_9",1412,"tr_1"
4297,"QB","94","94","525d","CDI","O","P","ct_3",1276,"tr_2"
4308,"MC","01","01","526b","CDI","O","C","ct_9",2028,"tr_1"
4317,"QB","93","75","564b","CDI","O","C","ct_8",2824,"tr_5"
4336,"OZ","45","92","525c","CDI","O","P","ct_1",1213,"tr_6"
4341,"NZ","92","93","541b","CDD","O","P","ct_9",430,"tr_3"
4350,"SZ","43","43","435b","CDI","O","C","ct_8",1432,"tr_3"
4355,"LZ","26","38","461d","CDI","O","C","ct_9",1834,"tr_5"
4357,"FZ","73","73","621a","CDI","O","C","ct_9",1634,"tr_3"
4359,"GZ","13","13","551a","CDI","O","C","ct_9",1319,"tr_5"
4373,"OZ","94","75","344b","CDI","O","P","ct_8",1013,"tr_6"
4377,"QA","63","63","478a","CDI","O","C","ct_9",1699,"tr_6"
4433,"GZ","75","60","553c","CDI","O","C","ct_9",1445,"tr_4"
4439,"QB","88","88","526a","CDI","O","C","ct_8",1872,"tr_3"
4442,"QA","78","78","526a","CDI","O","C","ct_3",2531,"tr_6"
4445,"HZ","37","72","676a","CDI","O","P","ct_9",394,"tr_3"
4458,"OZ","49","49","451e","CDI","O","C","ct_8",1820,"tr_4"
4463,"QB","85","85","333f","CDI","O","C","ct_2",606,"tr_4"
4492,"QB",NA,NA,"434f","CDI","O","C","ct_8",1818,"tr_2"
4494,"CI","78","78","473c","CDI","O","C","ct_9",1876,"tr_5"
4510,"MA","70","70","461d","CDI","O","C","ct_9",1820,"tr_1"
4516,"KZ","79","79","545c","CDI","O","C","ct_8",1794,"tr_6"
4533,"QA","17","17","433a","CDI","O","C","ct_9",1792,"tr_2"
4552,"PZ","60","80","342b","AUT","O","C","ct_1",1820,"tr_6"
4555,"QB","34","34","431f","CDI","O","P","ct_8",1468,"tr_3"
4576,"FZ","79","79","372d","CDI","O","C","ct_9",1820,"tr_3"
4588,"GZ","62","62","676c","CDI","O","C","ct_9",2141,"tr_5"
4591,"CK","57","57","628c","CDI","O","C","ct_9",1520,"tr_6"
4601,"CG","71","71","674a","CDI","O","C","ct_9",1826,"tr_5"
4610,"QB","91","94","526a","CDI","O","C","ct_8",1820,"tr_4"
4658,"SZ","27","92","486d","CDI","O","C","ct_8",1028,"tr_1"
4659,"GZ","07","07","554a","AUT","X","P","ct_9",1263,"tr_1"
4665,"QB","75","75","563a","AUT","O","C","ct_2",2022,"tr_3"
4677,"CA","44","44","674c","CDI","O","C","ct_9",525,"tr_5"
4687,"OZ","95","75","333e","CDI","O","C","ct_1",1820,"tr_5"
4691,"CB","43","43","675a","CDI","O","C","ct_9",1565,"tr_3"
4706,"GZ","11","11","634c","CDI","O","C","ct_9",456,"tr_3"
4707,"QB","85","85","434f","CDI","O","C","ct_8",1809,"tr_5"
4718,"DZ","73","73","461f","CDI","O","C","ct_9",1793,"tr_5"
4724,"GZ","18","18","691e","CDI","O","P","ct_9",780,"tr_1"
4735,"BZ","62","62","621g","CDI","O","C","ct_9",1111,"tr_5"
4745,"CM","95","95","543h","CDI","O","C","ct_9",1603,"tr_2"
4753,"OZ","40","40","621f","CDI","O","P","ct_2",973,"tr_1"
4759,"PZ","62","62","341a","CDI","O","C","ct_8",1820,"tr_3"
4776,"QA","68","68","526a","CDI","O","P","ct_8",728,"tr_2"
4783,"GZ","33","33","543b","CDI","O","C","ct_9",1734,"tr_3"
4785,"OZ","02","02","621f","AUT","O","C","ct_2",1920,"tr_1"
4801,"QA","28","78","431f","CDI","O","P","ct_8",569,"tr_4"
4804,"QA","72","72","632k","AUT","O","P","ct_3",773,"tr_6"
4807,"CG","37","37","628g","CDI","O","C","ct_9",2028,"tr_6"
4808,"OZ","76","76","524b","CDD","O","C","ct_2",1819,"tr_6"
4826,"CG","13","83","681a","CDI","O","C","ct_9",1825,"tr_1"
4834,"QB","91","91","563b","CDI","O","C","ct_8",1628,"tr_3"
4845,"CF","69","69","484a","CDI","O","C","ct_9",1941,"tr_6"
4846,"MA","41","41","461c","CDI","O","C","ct_9",1052,"tr_2"
4873,"CK","74","74","624c","CDI","O","C","ct_9",1821,"tr_5"
4879,"CL","67","67","674d","CDI","O","C","ct_9",1492,"tr_6"
4884,"GZ","30","30","463d","CDI","O","C","ct_9",1375,"tr_1"
4895,"PZ","83","13","472d","AUT","O","C","ct_1",1820,"tr_4"
4896,"MA","94","92","478d","CDI","O","C","ct_9",761,"tr_2"
4897,"QB","33","33","563b","CDI","O","N","ct_7",1067,"tr_1"
4909,"HZ","18","18","521a","CDI","O","C","ct_9",1441,"tr_5"
4913,"GZ","69","69","462e","CDI","O","C","ct_9",255,"tr_3"
4921,"HZ","02","51","641a","CDI","O","C","ct_9",1820,"tr_3"
4935,"NZ","95","75","684a","CDI","O","P","ct_9",481,"tr_6"
4937,"GZ","59","59","551a","CDI","O","P","ct_9",1119,"tr_4"
4938,"NZ","94","75","534a","CDI","O","C","ct_9",1751,"tr_6"
4947,"OZ","54","54","461f","CDI","O","C","ct_8",2030,"tr_6"
4948,"JC","06","06","373b","CDI","O","C","ct_9",1820,"tr_6"
4950,"NZ","93","93","564a","CDI","O","P","ct_8",1669,"tr_1"
4952,"NZ","77","93","684a","CDI","O","C","ct_9",3000,"tr_4"
4961,"QB","13","13","526a","CDI","O","P","ct_8",1020,"tr_3"
4966,"GZ","78","78","653a","CDI","O","C","ct_9",1820,"tr_3"
4979,"GZ","13","13","463b","CDI","O","C","ct_9",591,"tr_5"
4989,"NZ","80","80","676c","CDI","O","C","ct_9",1157,"tr_5"
4996,"OZ","11","11","461e","CDI","O","C","ct_1",1820,"tr_4"
5020,"QB","91","91","676e","AUT","O","P","ct_8",637,"tr_5"
5023,"HZ","21","71","641b","CDI","O","C","ct_9",730,"tr_4"
5027,"QB","95","95","434d","AUT","O","C","ct_2",3000,"tr_4"
5038,"GZ","33","33","542a","CDI","O","C","ct_9",1578,"tr_3"
5039,"JA","91","75","373c","CDI","O","C","ct_9",910,"tr_3"
5047,"PZ","76","27","422b","CDI","O","C","ct_8",1937,"tr_3"
5050,"PZ","76","76","422b","CDI","O","C","ct_8",1820,"tr_4"
5053,"CH","71","71","475b","CDI","O","C","ct_9",1385,"tr_6"
5058,"QA","95","95","632k","CDI","O","C","ct_3",1828,"tr_6"
5064,"CH","62","62","623a","CDI","O","C","ct_9",1470,"tr_5"
5078,"JC","78","75","478a","CDI","O","C","ct_9",1276,"tr_2"
5095,"GZ","42","42","623g","CDI","O","P","ct_9",1005,"tr_4"
5100,"QA","84","84","526a","CDI","O","P","ct_9",1456,"tr_5"
5109,"CK","35","35","487a","CDI","O","C","ct_9",1827,"tr_6"
5111,"QB","78","78","526a","CDI","O","C","ct_8",1826,"tr_6"
5112,"GZ","05","05","551a","CDI","O","P","ct_9",2207,"tr_4"
5121,"PZ",NA,NA,"477a","CDI","O","C","ct_5",1820,"tr_5"
5123,"TZ","44","44","563c","CDI","O","C",NA,368,NA
5134,"IZ",NA,NA,"561e","TOA","O","C","ct_9",479,"tr_6"
5135,"RZ","22","22","354c","CDD","O","C","ct_8",171,"tr_0"
5136,"GZ","03","42","625d","CDI","O","C","ct_9",1886,"tr_6"
5148,"PZ","73","74","525a","CDI","O","C","ct_8",1517,"tr_1"
5152,"QA","59","59","525d","CDI","O","C","ct_9",1820,"tr_4"
5154,"QB","76","76","525d","CDI","O","P","ct_8",418,"tr_4"
5178,"QA","38","38","632k","AUT","O","C","ct_3",1820,"tr_6"
5179,"OZ","21","21","524c","CDI","O","P","ct_2",1471,"tr_3"
5181,"CM","84","84","542a","CDI","O","C","ct_9",1309,"tr_2"
5192,"CA","84","84","625g","CDI","O","C","ct_9",1639,"tr_4"
5196,"QB","37","37","461f","CDI","O","P","ct_8",1456,"tr_1"
5197,"NZ","93","95","684a","CDI","O","N",NA,440,"tr_1"
5210,"GZ","75","75","543f","CDI","O","C","ct_9",1680,"tr_3"
5218,"HZ","83","83","641b","CDI","O","C","ct_9",1647,"tr_4"
5219,"QB","90","90","563a","CDI","O","N","ct_7",360,"tr_1"
5232,"QA","31","31","525d","CDI","O","C","ct_8",1764,"tr_6"
5238,"NZ",NA,NA,"636d","AUT","X","P","ct_8",191,"tr_1"
5253,"HZ","62","59","653a","CDI","O","C","ct_9",841,"tr_6"
5260,"FZ","62","62","632j","CDI","O","C","ct_9",1631,"tr_1"
5264,"QB","75","75","486e","CDI","O","C","ct_8",1648,"tr_4"
5265,"HZ","59","59","643a","CDI","O","C","ct_9",2132,"tr_4"
5270,"FZ","80","60","382c","CDI","O","C","ct_9",1440,"tr_4"
5274,"IZ","47","47","561b","CDI","O","P","ct_6",786,"tr_1"
5279,"FZ","95","95","681b","CDI","O","C","ct_9",480,"tr_0"
5288,"SZ","78","92","542a","CDI","O","C","ct_8",1820,"tr_3"
5307,"HZ","33","33","521a","AUT","O","P","ct_9",1274,"tr_5"
5326,"CL","70","70","685a","CDI","O","P","ct_8",1422,"tr_5"
5327,"KZ","80","80","461f","CDI","O","C","ct_9",1820,"tr_6"
5334,"QA","92","92","525d","CDI","O","C","ct_8",1820,"tr_6"
5342,"MA","10","89","641a","CDI","O","C","ct_9",2083,"tr_4"
5346,"QA","16","16","526e","CDI","O","C","ct_9",1922,"tr_3"
5354,"QB","59","59","525d","CDI","O","C","ct_8",1820,"tr_4"
5356,"DZ","13","13","461b","CDI","O","C","ct_9",1967,"tr_5"
5360,"GZ","29","29","374a","CDI","O","C","ct_9",1435,"tr_5"
5411,"GZ","80","80","554e","CDI","O","P",NA,135,NA
5416,"QA","69","69","526a","CDI","O","P","ct_8",492,"tr_6"
5423,"PZ","53","53","525a","CDI","O","P","ct_8",1175,"tr_1"
5427,"NZ","84","84","623b","TTP","O","N","ct_9",896,"tr_1"
5428,"QA","46","46","451h","CDI","O","C","ct_8",1820,"tr_6"
5433,"PZ","92","92","423b","CDI","O","P","ct_8",576,"tr_1"
5439,"OZ","78","78","343a","AUT","O","P","ct_1",1650,"tr_3"
5456,"NZ","13","13","684a","CDI","O","C","ct_9",1844,"tr_3"
5470,"HZ","09","09","641b","CDI","O","P","ct_9",532,"tr_2"
5483,"PZ","60","60","422c","CDI","O","P","ct_8",780,"tr_5"
5488,"QB","22","22","434f","CDI","O","C","ct_8",1517,"tr_5"
5498,"JC","13","77","388a","CDI","O","C","ct_9",1820,"tr_3"
5503,"GZ","76","76","543f","CDI","O","C","ct_9",1633,"tr_5"
5516,"QA","33","33","632k","AUT","O","C","ct_3",1819,"tr_6"
5526,"CE","07","07","652a","CDI","O","P","ct_9",1789,"tr_5"
5528,"GZ","36","36","551a","CDI","O","P","ct_9",600,"tr_1"
5534,"KZ","91","92","376b","CDI","O","C","ct_9",1517,"tr_5"
5548,"FZ","13","13","632d","CDI","O","C","ct_9",1216,"tr_1"
5573,"HZ","72","72","641a","CDI","O","C","ct_9",2200,"tr_3"
5574,"PZ","80","80","421b","AUT","O","C","ct_2",1894,"tr_1"
5576,"GZ","01","75","463c","CDI","O","N","ct_9",3000,"tr_3"
5577,"QA","31","31","441a","CDI","O","P","ct_3",910,"tr_6"
5587,"NZ","75","75","632d","CDI","O","P",NA,147,"tr_0"
5590,"OZ","59","59","524c","AUT","X","P","ct_2",1194,"tr_4"
5603,"GZ","72","72","552a","CDI","O","P","ct_9",1212,"tr_5"
5617,"OZ","01","01","621f","CDI","O","P","ct_2",721,"tr_3"
5624,"HZ","24","24","641a","CDI","O","C","ct_9",1820,"tr_2"
5627,"QB","33","33","563c","CDI","O","P","ct_9",849,"tr_1"
5630,"QA","45","45","433a","CDI","O","C","ct_9",1996,"tr_3"
5633,"NZ","82","82","684a","CDI","O","P","ct_8",175,"tr_1"
5639,"QA","40","40","525d","CDI","O","C","ct_3",1819,"tr_6"
5655,"QA","89","45","431f","CDI","O","P","ct_9",1447,"tr_4"
5656,"QB","91","91","422b","CDI","O","C","ct_8",1820,"tr_4"
5660,"QB","56","56","526a","CDI","O","C","ct_8",1820,"tr_4"
5681,"MA","78","75","372a","CDI","O","C","ct_9",1820,"tr_5"
5683,"GZ","91","91","344d","CDI","O","C","ct_9",1820,"tr_1"
5687,"QB","36","36","526a","CDI","O","C","ct_8",1844,"tr_4"
5707,"OZ","85","85","524c","AUT","X","P","ct_2",1472,"tr_3"
5727,"GZ","77","77","553b","CDI","O","C","ct_9",1062,"tr_1"
5751,"GZ","2A","2A","554j","CDI","O","C","ct_9",1949,"tr_1"
5754,"NZ","14","14","684a","CDI","O","C","ct_9",825,"tr_6"
5777,"OZ","92","92","563b","AUT","O","C","ct_2",1820,"tr_6"
5779,"CC","51","51","675b","CDI","O","C","ct_9",1041,"tr_5"
5780,"PZ","93","93","422e","CDI","O","P","ct_8",1195,"tr_4"
5801,"QA","02","02","563b","CDI","O","P","ct_8",1220,"tr_4"
5825,"NZ","03","03","631a","CDD","O","P","ct_8",646,"tr_5"
5826,"GZ","54","57","652a","CDI","O","C","ct_9",1009,"tr_4"
5833,"GZ","77","77","543g","CDI","O","C","ct_9",1314,"tr_3"
5835,"SZ","75","75","544a","CDI","O","C","ct_9",1818,"tr_6"
5865,"GZ","82","82","462b","CDI","O","C","ct_9",1911,"tr_3"
5871,"GZ","78","92","384a","CDI","O","C","ct_9",1489,"tr_6"
5872,"QA","62","62","526e","CDI","O","C","ct_9",1784,"tr_4"
5877,"QB","51","51","632k","AUT","O","C","ct_3",452,"tr_5"
5886,"QA","72","41","642b","CDI","O","P",NA,252,NA
5898,"FZ","18","18","477c","CDI","O","C","ct_9",1820,"tr_2"
5930,"MA","78","92","388a","CDI","O","C","ct_9",1820,"tr_5"
5940,"NZ","93","93","534b","CDI","O","C","ct_9",669,"tr_6"
5981,"GZ","68","68","643a","CDI","O","C","ct_9",1723,"tr_5"
5988,"CC","74","74","626c","CDI","O","C","ct_9",1516,"tr_5"
5992,"PZ","29","29","632k","AUT","X","P","ct_8",1009,"tr_3"
6000,"IZ","56","56","632k","CDI","O","P","ct_9",466,"tr_5"
6003,"CA","64","64","652a","CDI","O","C","ct_9",1779,"tr_5"
6012,"HZ","81","81","451a","CDI","O","P","ct_9",1274,"tr_4"
6018,"GZ","73","73","552a","CDI","O","C","ct_9",1785,"tr_5"
6022,"MC","11","11","526b","CDI","O","P","ct_9",1405,"tr_1"
6024,"HZ","65","65","451a","CDI","O","C","ct_9",1820,"tr_3"
6038,"GZ",NA,NA,"554b","CDI","O","P","ct_9",464,"tr_1"
6041,"OZ","52","51","524b","CDI","O","C","ct_1",1820,"tr_5"
6045,"SZ","31","31","461f","CDI","O","C","ct_4",1965,"tr_4"
6068,"GZ","66","66","554a","CDI","O","C","ct_9",746,"tr_0"
6079,"CH","68","25","628a","CDI","O","C","ct_9",861,"tr_5"
6083,"QA","16","86","526e","CDI","O","C","ct_6",1357,"tr_1"
6097,"QB","03","03","563a","CDI","O","N","ct_7",1114,"tr_0"
6100,"MC","12","12","526b","CDI","O","C","ct_9",1769,"tr_1"
6102,"OZ","61","61","523c","CDI","O","P","ct_2",1664,"tr_1"
6121,"QB","63","63","553c","CDI","O","C","ct_9",1659,"tr_4"
6132,"CG",NA,NA,"621c","CDI","O","C","ct_9",1827,"tr_3"
6149,"CM","89","89","632g","CDI","O","C","ct_9",444,"tr_1"
6154,"QA","36","36","526d","CDI","O","C","ct_3",1820,"tr_6"
6166,"PZ","69","69","525b","CDI","O","C",NA,297,NA
6171,"QA","69","69","433a","CDI","O","C","ct_9",621,"tr_6"
6175,"CA","62","59","463d","CDI","O","C","ct_9",1527,"tr_1"
6179,"CM","39","39","673c","CDI","O","C","ct_9",498,"tr_1"
6211,"PZ","83","83","372d","CDI","O","C","ct_8",1820,"tr_2"
6212,"CK","73","74","673c","CDI","O","C","ct_9",1455,"tr_6"
6214,"MA","13","13","633a","CDI","O","P","ct_9",949,"tr_4"
6220,"CL","77","93","474c","CDI","O","C","ct_9",881,"tr_6"
6230,"NZ","95","94","534a","CDI","O","C","ct_9",1871,"tr_6"
6231,"PZ","92","92","422d","CDI","O","P","ct_8",917,"tr_4"
6244,"TZ","60","60","563c","CDD","O","C",NA,1374,NA
6247,"PZ","69","69","451e","CDI","O","C","ct_1",1820,"tr_5"
6252,"CH","12","12","628g","CDI","O","P","ct_9",244,"tr_6"
6261,"QB","60","60","563a","CDI","O","N","ct_7",3000,"tr_1"
6272,"FZ","06","06","621b","CDI","O","C","ct_9",1608,"tr_4"
6274,"KZ","31","31","467a","CDI","O","C","ct_9",1790,"tr_4"
6283,"PZ","64","64","525a","AUT","X","P","ct_8",1040,"tr_2"
6293,"QB","17","17","563b","AUT","O","P","ct_2",1455,"tr_3"
6299,"CM","39","39","673c","CDI","O","C","ct_9",498,"tr_1"
6301,"QA","11","11","525d","CDI","O","C","ct_3",1820,"tr_5"
6302,"HZ","75","93","466a","CDI","O","C","ct_9",700,"tr_6"
6309,"QB","75","75","434a","CDI","O","C","ct_8",1820,"tr_2"
6322,"HZ",NA,NA,"641b","CDI","O","C","ct_9",1774,"tr_5"
6325,"MA","06","06","543g","CDI","O","C","ct_9",1485,"tr_1"
6330,"QB","06","75","563a","CDI","O","P",NA,284,NA
6344,"GZ","26","26","551a","CDI","O","P","ct_9",217,"tr_1"
6351,"OZ",NA,NA,"451e","AUT","O","C","ct_1",1820,"tr_5"
6353,"GZ","57","57","682a","CDI","O","C","ct_9",2042,"tr_1"
6377,"TZ","95","95","563c","CDI","O","C",NA,131,NA
6393,"CA","35","35","676c","CDI","O","C","ct_9",1820,"tr_6"
6395,"QA","47","47","526e","CDI","O","C","ct_9",1520,"tr_2"
6403,"OZ","69","69","621f","CDD","O","C","ct_2",1820,"tr_6"
6407,"DZ",NA,NA,"461f","CDI","O","C","ct_9",1771,"tr_5"
6419,"GZ","77","77","554j","CDI","O","P","ct_9",820,"tr_1"
6424,"KZ","77","75","467b","CDI","O","C","ct_9",1965,"tr_6"
6432,"IZ","42","42","561d","CDI","O","P","ct_9",1270,"tr_2"
6433,"GZ","13","13","554d","CDI","O","C","ct_9",395,"tr_1"
6435,"QA","13","13","451h","CDI","O","P","ct_3",1380,"tr_6"
6442,"CJ","67","67","673c","CDI","O","C","ct_9",1604,"tr_6"
